forecast_date,city_id,temp,humidity,wind_speed,rain_prob,description,date_extraction
2022-01-09,1,5.2,88.1,31.3,100.0,Cloudy skies throughout the day with a chance of rain throughout the day.,2022-01-08
2022-01-10,1,3.5,95.8,12.0,0.0,Cloudy skies throughout the day.,2022-01-09
2022-01-11,1,1.7,92.4,12.6,0.0,Cloudy skies throughout the day.,2022-01-10
2022-01-12,1,2.3,89.1,11.0,0.0,Cloudy skies throughout the day.,2022-01-11
2022-01-13,1,2.7,93.7,10.3,0.0,Partly cloudy throughout the day.,2022-01-12
2022-01-14,1,3.4,83.0,10.1,0.0,Clear conditions throughout the day.,2022-01-13
2022-01-15,1,2.6,85.6,13.6,100.0,Clearing in the afternoon with morning rain or snow.,2022-01-14
2022-01-16,1,1.7,93.4,13.4,100.0,Cloudy skies throughout the day with rain.,2022-01-15
2022-01-17,1,5.8,90.3,7.7,0.0,Partly cloudy throughout the day.,2022-01-16
2022-01-18,1,5.1,85.6,15.2,100.0,Clearing in the afternoon with early morning rain.,2022-01-17
2022-01-19,1,5.5,86.2,13.4,100.0,Cloudy skies throughout the day with late afternoon rain.,2022-01-18
2022-01-20,1,5.0,81.7,18.9,100.0,Partly cloudy throughout the day with morning rain.,2022-01-19
2022-01-21,1,4.0,81.4,17.3,0.0,Partly cloudy throughout the day.,2022-01-20
2022-01-22,1,5.2,76.2,13.9,0.0,Cloudy skies throughout the day.,2022-01-21
2022-01-23,1,4.1,83.1,13.3,0.0,Cloudy skies throughout the day.,2022-01-22
2022-01-24,1,3.2,82.0,11.4,0.0,Clear conditions throughout the day.,2022-01-23
2022-01-25,1,0.2,96.0,7.1,0.0,Partly cloudy throughout the day.,2022-01-24
2022-01-26,1,2.0,87.8,11.7,0.0,Cloudy skies throughout the day.,2022-01-25
2022-01-27,1,4.7,86.5,14.1,100.0,Cloudy skies throughout the day with late afternoon rain.,2022-01-26
2022-01-28,1,6.8,89.8,12.7,0.0,Cloudy skies throughout the day.,2022-01-27
2022-01-29,1,8.5,89.6,17.2,100.0,Cloudy skies throughout the day with rain.,2022-01-28
2022-01-30,1,8.3,73.0,11.6,100.0,Partly cloudy throughout the day with early morning rain.,2022-01-29
2022-01-31,1,6.9,65.4,31.9,100.0,Partly cloudy throughout the day with a chance of rain throughout the day.,2022-01-30
2022-02-01,1,6.9,84.8,22.3,100.0,Cloudy skies throughout the day with morning rain.,2022-01-31
2022-02-02,1,10.1,80.8,20.1,100.0,Cloudy skies throughout the day with late afternoon rain.,2022-02-01
2022-02-03,1,7.7,78.1,16.1,0.0,Cloudy skies throughout the day.,2022-02-02
2022-02-04,1,7.4,83.8,23.4,100.0,Partly cloudy throughout the day with a chance of rain throughout the day.,2022-02-03
2022-02-05,1,6.1,74.1,18.5,0.0,Partly cloudy throughout the day.,2022-02-04
2022-02-06,1,9.0,83.0,30.4,100.0,Cloudy skies throughout the day with rain.,2022-02-05
2022-02-07,1,7.6,66.5,22.8,100.0,Partly cloudy throughout the day with rain clearing later.,2022-02-06
2022-02-08,1,8.3,81.4,13.3,0.0,Cloudy skies throughout the day.,2022-02-07
2022-02-09,1,7.2,81.3,9.2,0.0,Clear conditions throughout the day.,2022-02-08
2022-02-10,1,7.3,84.0,20.4,100.0,Cloudy skies throughout the day with rain.,2022-02-09
2022-02-11,1,5.0,76.9,12.7,0.0,Partly cloudy throughout the day.,2022-02-10
2022-02-12,1,4.1,67.6,16.1,0.0,Clearing in the afternoon.,2022-02-11
2022-02-13,1,6.8,68.7,24.2,0.0,Partly cloudy throughout the day.,2022-02-12
2022-02-14,1,9.3,76.7,27.7,100.0,Cloudy skies throughout the day with a chance of rain throughout the day.,2022-02-13
2022-02-15,1,7.8,82.6,26.1,100.0,Partly cloudy throughout the day with rain.,2022-02-14
2022-02-16,1,12.3,87.5,27.1,100.0,Cloudy skies throughout the day with a chance of rain throughout the day.,2022-02-15
2022-02-17,1,12.3,64.2,27.6,100.0,Partly cloudy throughout the day with early morning rain.,2022-02-16
2022-02-18,1,10.5,74.1,35.3,100.0,Cloudy skies throughout the day with a chance of rain throughout the day.,2022-02-17
2022-02-19,1,7.1,65.5,25.8,0.0,Becoming cloudy in the afternoon.,2022-02-18
2022-02-20,1,10.8,76.2,30.6,100.0,Cloudy skies throughout the day with late afternoon rain.,2022-02-19
2022-02-21,1,8.6,68.9,32.9,100.0,Partly cloudy throughout the day with a chance of rain throughout the day.,2022-02-20
2022-02-22,1,9.1,82.2,22.0,100.0,Partly cloudy throughout the day with late afternoon rain.,2022-02-21
2022-02-23,1,9.1,77.0,13.6,0.0,Partly cloudy throughout the day.,2022-02-22
2022-02-24,1,8.2,72.0,26.5,100.0,Partly cloudy throughout the day with rain.,2022-02-23
2022-02-25,1,6.3,67.2,18.6,100.0,Partly cloudy throughout the day with afternoon rain.,2022-02-24
2022-02-26,1,5.6,67.3,19.5,100.0,Clear conditions throughout the day with late afternoon rain.,2022-02-25
2022-02-27,1,5.1,58.0,16.3,0.0,Clear conditions throughout the day.,2022-02-26
2022-02-28,1,5.8,54.6,15.3,0.0,Partly cloudy throughout the day.,2022-02-27
2022-03-01,1,7.8,58.9,11.2,0.0,Cloudy skies throughout the day.,2022-02-28
2022-03-02,1,8.8,59.3,9.3,0.0,Cloudy skies throughout the day.,2022-03-01
2022-03-03,1,9.7,77.9,9.9,0.0,Cloudy skies throughout the day.,2022-03-02
2022-03-04,1,9.7,80.9,15.7,0.0,Cloudy skies throughout the day.,2022-03-03
2022-03-05,1,8.9,74.8,14.4,0.0,Partly cloudy throughout the day.,2022-03-04
2022-03-06,1,5.3,64.1,22.9,100.0,Partly cloudy throughout the day with morning rain or snow.,2022-03-05
2022-03-07,1,3.4,55.9,20.5,0.0,Clear conditions throughout the day.,2022-03-06
2022-03-08,1,5.9,53.0,15.7,0.0,Clear conditions throughout the day.,2022-03-07
2022-03-09,1,9.2,64.6,15.3,0.0,Partly cloudy throughout the day.,2022-03-08
2022-03-10,1,10.8,59.3,16.2,0.0,Partly cloudy throughout the day.,2022-03-09
2022-03-11,1,9.8,75.6,19.7,100.0,Partly cloudy throughout the day with rain.,2022-03-10
2022-03-12,1,8.4,84.3,22.4,100.0,Cloudy skies throughout the day with rain.,2022-03-11
2022-03-13,1,8.9,79.1,20.4,100.0,Cloudy skies throughout the day with rain.,2022-03-12
2022-03-14,1,9.5,72.7,13.8,0.0,Partly cloudy throughout the day.,2022-03-13
2022-03-15,1,10.1,87.9,12.4,100.0,Cloudy skies throughout the day with a chance of rain throughout the day.,2022-03-14
2022-03-16,1,11.2,84.7,20.5,0.0,Cloudy skies throughout the day.,2022-03-15
2022-03-17,1,8.8,73.4,21.5,0.0,Cloudy skies throughout the day.,2022-03-16
2022-03-18,1,9.6,54.6,28.1,0.0,Partly cloudy throughout the day.,2022-03-17
2022-03-19,1,10.9,47.2,21.3,0.0,Clear conditions throughout the day.,2022-03-18
2022-03-20,1,8.4,49.8,15.1,0.0,Partly cloudy throughout the day.,2022-03-19
2022-03-21,1,12.1,61.9,16.1,0.0,Clearing in the afternoon.,2022-03-20
2022-03-22,1,12.8,49.3,20.2,0.0,Clear conditions throughout the day.,2022-03-21
2022-03-23,1,12.3,44.1,14.7,0.0,Clear conditions throughout the day.,2022-03-22
2022-03-24,1,14.0,39.5,11.3,0.0,Clear conditions throughout the day.,2022-03-23
2022-03-25,1,13.8,40.1,19.7,0.0,Clear conditions throughout the day.,2022-03-24
2022-03-26,1,13.7,42.4,22.4,0.0,Clear conditions throughout the day.,2022-03-25
2022-03-27,1,14.6,46.6,13.0,0.0,Clear conditions throughout the day.,2022-03-26
2022-03-28,1,15.0,50.1,10.7,0.0,Partly cloudy throughout the day.,2022-03-27
2022-03-29,1,14.0,56.3,15.2,100.0,Cloudy skies throughout the day with rain.,2022-03-28
2022-03-30,1,10.9,83.7,16.1,100.0,Cloudy skies throughout the day with a chance of rain throughout the day.,2022-03-29
2022-03-31,1,6.2,76.5,31.2,100.0,Partly cloudy throughout the day with rain.,2022-03-30
2022-04-01,1,2.3,80.6,28.3,100.0,Cloudy skies throughout the day with rain or snow.,2022-03-31
2022-04-02,1,4.3,56.0,33.1,0.0,Partly cloudy throughout the day.,2022-04-01
2022-04-03,1,5.3,50.9,19.8,0.0,Partly cloudy throughout the day.,2022-04-02
2022-04-04,1,6.2,60.8,25.3,0.0,Partly cloudy throughout the day.,2022-04-03
2022-04-05,1,10.1,84.1,15.8,100.0,Cloudy skies throughout the day with morning rain.,2022-04-04
2022-04-06,1,10.6,71.3,25.2,0.0,Cloudy skies throughout the day.,2022-04-05
2022-04-07,1,12.2,71.3,33.6,100.0,Cloudy skies throughout the day with a chance of rain throughout the day.,2022-04-06
2022-04-08,1,6.3,86.0,28.7,100.0,Cloudy skies throughout the day with rain or snow.,2022-04-07
2022-04-09,1,6.2,75.1,16.5,100.0,Partly cloudy throughout the day with rain.,2022-04-08
2022-04-10,1,8.3,61.9,13.3,0.0,Partly cloudy throughout the day.,2022-04-09
2022-04-11,1,12.3,52.9,17.5,0.0,Partly cloudy throughout the day.,2022-04-10
2022-04-12,1,15.8,60.0,20.7,100.0,Cloudy skies throughout the day with afternoon rain.,2022-04-11
2022-04-13,1,14.1,82.8,9.4,100.0,Cloudy skies throughout the day with rain in the morning and afternoon.,2022-04-12
2022-04-14,1,15.7,71.7,11.1,100.0,Partly cloudy throughout the day with morning rain.,2022-04-13
2022-04-15,1,16.1,64.2,17.2,0.0,Partly cloudy throughout the day.,2022-04-14
2022-04-16,1,15.0,59.7,20.7,0.0,Clearing in the afternoon.,2022-04-15
2022-04-17,1,14.8,40.2,15.4,0.0,Partly cloudy throughout the day.,2022-04-16
2022-04-18,1,14.6,41.0,16.7,0.0,Partly cloudy throughout the day.,2022-04-17
2022-04-19,1,13.0,65.0,18.2,0.0,Partly cloudy throughout the day.,2022-04-18
2022-04-20,1,13.9,56.4,19.3,0.0,Partly cloudy throughout the day.,2022-04-19
2022-04-21,1,14.8,44.5,18.8,0.0,Clearing in the afternoon.,2022-04-20
2022-04-22,1,15.0,53.8,18.1,0.0,Partly cloudy throughout the day.,2022-04-21
2022-04-23,1,14.5,63.2,18.6,100.0,Partly cloudy throughout the day with late afternoon rain.,2022-04-22
2022-04-24,1,14.8,61.0,15.6,0.0,Partly cloudy throughout the day.,2022-04-23
2022-04-25,1,12.8,61.0,18.5,0.0,Partly cloudy throughout the day.,2022-04-24
2022-04-26,1,11.3,69.0,15.0,100.0,Partly cloudy throughout the day with morning rain.,2022-04-25
2022-04-27,1,12.8,59.4,19.5,0.0,Partly cloudy throughout the day.,2022-04-26
2022-04-28,1,15.3,53.2,16.7,0.0,Partly cloudy throughout the day.,2022-04-27
2022-04-29,1,15.2,57.1,19.9,0.0,Partly cloudy throughout the day.,2022-04-28
2022-04-30,1,12.1,61.5,19.3,0.0,Partly cloudy throughout the day.,2022-04-29
2022-05-01,1,12.3,55.3,15.2,0.0,Partly cloudy throughout the day.,2022-04-30
2022-05-02,1,13.8,56.7,16.7,0.0,Partly cloudy throughout the day.,2022-05-01
2022-05-03,1,14.6,56.2,18.8,0.0,Partly cloudy throughout the day.,2022-05-02
2022-05-04,1,13.9,65.9,17.6,100.0,Cloudy skies throughout the day with late afternoon rain.,2022-05-03
2022-05-05,1,14.4,67.1,18.1,100.0,Partly cloudy throughout the day with morning rain.,2022-05-04
2022-05-06,1,16.0,62.3,14.1,100.0,Partly cloudy throughout the day with morning rain.,2022-05-05
2022-05-07,1,16.3,63.6,13.7,0.0,Partly cloudy throughout the day.,2022-05-06
2022-05-08,1,16.2,70.7,16.7,0.0,Partly cloudy throughout the day.,2022-05-07
2022-05-09,1,18.9,55.4,10.9,0.0,Partly cloudy throughout the day.,2022-05-08
2022-05-10,1,21.4,52.7,20.2,0.0,Partly cloudy throughout the day.,2022-05-09
2022-05-11,1,19.8,57.6,23.8,0.0,Partly cloudy throughout the day.,2022-05-10
2022-05-12,1,16.8,62.0,14.9,0.0,Partly cloudy throughout the day.,2022-05-11
2022-05-13,1,16.3,53.3,16.0,0.0,Partly cloudy throughout the day.,2022-05-12
2022-05-14,1,17.7,53.5,12.3,0.0,Partly cloudy throughout the day.,2022-05-13
2022-05-15,1,21.4,51.0,18.1,100.0,Partly cloudy throughout the day with late afternoon rain.,2022-05-14
2022-05-16,1,20.0,69.0,13.3,100.0,Partly cloudy throughout the day with rain clearing later.,2022-05-15
2022-05-17,1,23.0,55.9,14.0,0.0,Partly cloudy throughout the day.,2022-05-16
2022-05-18,1,23.5,58.1,14.8,100.0,Partly cloudy throughout the day with early morning rain.,2022-05-17
2022-05-19,1,22.7,65.9,21.7,100.0,Partly cloudy throughout the day with early morning rain.,2022-05-18
2022-05-20,1,18.0,72.7,23.5,100.0,Partly cloudy throughout the day with rain.,2022-05-19
2022-05-21,1,17.9,65.1,10.6,100.0,Partly cloudy throughout the day with morning rain.,2022-05-20
2022-05-22,1,19.0,62.5,14.9,0.0,Partly cloudy throughout the day.,2022-05-21
2022-05-23,1,16.7,83.1,17.0,100.0,Cloudy skies throughout the day with a chance of rain throughout the day.,2022-05-22
2022-05-24,1,14.4,69.8,21.0,100.0,Partly cloudy throughout the day with rain clearing later.,2022-05-23
2022-05-25,1,15.2,63.5,17.9,100.0,Partly cloudy throughout the day with morning rain.,2022-05-24
2022-05-26,1,16.5,70.6,20.5,0.0,Cloudy skies throughout the day.,2022-05-25
2022-05-27,1,16.6,66.8,15.3,0.0,Partly cloudy throughout the day.,2022-05-26
2022-05-28,1,15.6,59.9,22.6,0.0,Partly cloudy throughout the day.,2022-05-27
2022-05-29,1,12.9,56.4,20.2,0.0,Partly cloudy throughout the day.,2022-05-28
2022-05-30,1,13.9,57.2,15.9,0.0,Becoming cloudy in the afternoon.,2022-05-29
2022-05-31,1,16.5,48.1,15.6,0.0,Partly cloudy throughout the day.,2022-05-30
2022-06-01,1,16.5,52.3,16.0,0.0,Partly cloudy throughout the day.,2022-05-31
2022-06-02,1,18.6,47.1,15.0,0.0,Partly cloudy throughout the day.,2022-06-01
2022-06-03,1,18.8,64.7,11.8,100.0,Partly cloudy throughout the day with rain.,2022-06-02
2022-06-04,1,19.8,80.4,17.4,100.0,Partly cloudy throughout the day with rain.,2022-06-03
2022-06-05,1,18.6,83.5,17.5,100.0,Cloudy skies throughout the day with rain.,2022-06-04
2022-06-06,1,17.7,65.5,16.4,0.0,Partly cloudy throughout the day.,2022-06-05
2022-06-07,1,18.6,67.4,19.4,100.0,Partly cloudy throughout the day with morning rain.,2022-06-06
2022-06-08,1,17.3,75.3,24.6,100.0,Partly cloudy throughout the day with a chance of rain throughout the day.,2022-06-07
2022-06-09,1,16.9,65.2,15.5,100.0,Partly cloudy throughout the day with early morning rain.,2022-06-08
2022-06-10,1,19.3,66.4,17.3,0.0,Partly cloudy throughout the day.,2022-06-09
2022-06-11,1,20.6,66.8,17.8,100.0,Partly cloudy throughout the day with morning rain.,2022-06-10
2022-06-12,1,19.1,54.6,18.5,0.0,Partly cloudy throughout the day.,2022-06-11
2022-06-13,1,18.0,56.3,15.3,0.0,Clear conditions throughout the day.,2022-06-12
2022-06-14,1,20.6,49.8,12.1,0.0,Partly cloudy throughout the day.,2022-06-13
2022-06-15,1,23.7,46.8,14.5,0.0,Partly cloudy throughout the day.,2022-06-14
2022-06-16,1,24.0,45.2,12.8,0.0,Partly cloudy throughout the day.,2022-06-15
2022-06-17,1,26.7,42.3,10.3,0.0,Partly cloudy throughout the day.,2022-06-16
2022-06-18,1,29.2,45.2,14.9,0.0,Clear conditions throughout the day.,2022-06-17
2022-06-19,1,20.6,69.5,27.0,100.0,Partly cloudy throughout the day with rain.,2022-06-18
2022-06-20,1,18.0,78.6,20.0,100.0,Cloudy skies throughout the day with a chance of rain throughout the day.,2022-06-19
2022-06-21,1,20.8,66.0,13.6,100.0,Partly cloudy throughout the day with morning rain.,2022-06-20
2022-06-22,1,20.7,65.6,15.5,0.0,Partly cloudy throughout the day.,2022-06-21
2022-06-23,1,23.0,63.8,14.8,100.0,Partly cloudy throughout the day with early morning rain.,2022-06-22
2022-06-24,1,21.1,67.8,22.5,100.0,Partly cloudy throughout the day with a chance of rain throughout the day.,2022-06-23
2022-06-25,1,17.4,74.0,15.5,100.0,Cloudy skies throughout the day with a chance of rain throughout the day.,2022-06-24
2022-06-26,1,17.4,66.8,14.2,0.0,Partly cloudy throughout the day.,2022-06-25
2022-06-27,1,19.0,58.7,17.1,0.0,Partly cloudy throughout the day.,2022-06-26
2022-06-28,1,21.0,51.4,11.4,0.0,Partly cloudy throughout the day.,2022-06-27
2022-06-29,1,21.1,52.8,15.9,0.0,Partly cloudy throughout the day.,2022-06-28
2022-06-30,1,15.5,82.2,14.1,100.0,Cloudy skies throughout the day with rain in the morning and afternoon.,2022-06-29
2022-07-01,1,16.7,63.6,11.5,100.0,Becoming cloudy in the afternoon with morning rain.,2022-06-30
2022-07-02,1,20.2,52.4,15.4,100.0,Partly cloudy throughout the day with afternoon rain.,2022-07-01
2022-07-03,1,19.5,55.7,14.9,0.0,Becoming cloudy in the afternoon.,2022-07-02
2022-07-04,1,19.9,55.3,19.1,0.0,Partly cloudy throughout the day.,2022-07-03
2022-07-05,1,19.6,59.0,19.7,0.0,Clear conditions throughout the day.,2022-07-04
2022-07-06,1,20.3,54.3,18.2,0.0,Partly cloudy throughout the day.,2022-07-05
2022-07-07,1,19.0,68.1,18.5,0.0,Partly cloudy throughout the day.,2022-07-06
2022-07-08,1,20.0,54.9,14.8,0.0,Clear conditions throughout the day.,2022-07-07
2022-07-09,1,22.9,53.2,22.4,0.0,Partly cloudy throughout the day.,2022-07-08
2022-07-10,1,21.1,53.2,21.7,0.0,Clear conditions throughout the day.,2022-07-09
2022-07-11,1,24.1,50.3,15.3,0.0,Partly cloudy throughout the day.,2022-07-10
2022-07-12,1,26.4,45.0,11.7,0.0,Partly cloudy throughout the day.,2022-07-11
2022-07-13,1,28.4,36.9,21.8,0.0,Partly cloudy throughout the day.,2022-07-12
2022-07-14,1,25.7,45.6,21.6,0.0,Partly cloudy throughout the day.,2022-07-13
2022-07-15,1,21.9,44.0,18.6,0.0,Clear conditions throughout the day.,2022-07-14
2022-07-16,1,22.8,43.8,15.5,0.0,Clear conditions throughout the day.,2022-07-15
2022-07-17,1,24.9,37.4,13.2,0.0,Partly cloudy throughout the day.,2022-07-16
2022-07-18,1,29.0,31.7,11.4,0.0,Clear conditions throughout the day.,2022-07-17
2022-07-19,1,31.2,33.3,25.9,0.0,Becoming cloudy in the afternoon.,2022-07-18
2022-07-20,1,21.3,80.1,15.5,100.0,Cloudy skies throughout the day with a chance of rain throughout the day.,2022-07-19
2022-07-21,1,21.7,71.7,12.2,100.0,Partly cloudy throughout the day with morning rain.,2022-07-20
2022-07-22,1,21.2,77.0,12.9,100.0,Partly cloudy throughout the day with rain.,2022-07-21
2022-07-23,1,21.7,74.0,13.2,0.0,Partly cloudy throughout the day.,2022-07-22
2022-07-24,1,25.7,53.9,14.8,0.0,Clear conditions throughout the day.,2022-07-23
2022-07-25,1,23.5,54.5,21.9,0.0,Partly cloudy throughout the day.,2022-07-24
2022-07-26,1,19.7,62.6,18.7,0.0,Partly cloudy throughout the day.,2022-07-25
2022-07-27,1,20.3,55.7,18.3,0.0,Becoming cloudy in the afternoon.,2022-07-26
2022-07-28,1,21.4,44.9,16.1,0.0,Partly cloudy throughout the day.,2022-07-27
2022-07-29,1,23.3,42.5,11.0,0.0,Partly cloudy throughout the day.,2022-07-28
2022-07-30,1,24.6,45.3,14.5,0.0,Partly cloudy throughout the day.,2022-07-29
2022-07-31,1,23.0,61.9,16.9,0.0,Partly cloudy throughout the day.,2022-07-30
2022-08-01,1,22.7,63.0,11.4,0.0,Partly cloudy throughout the day.,2022-07-31
2022-08-02,1,24.5,54.5,12.0,0.0,Partly cloudy throughout the day.,2022-08-01
2022-08-03,1,28.0,48.5,12.0,0.0,Partly cloudy throughout the day.,2022-08-02
2022-08-04,1,24.1,62.6,19.4,100.0,Partly cloudy throughout the day with late afternoon rain.,2022-08-03
2022-08-05,1,20.7,63.2,22.0,100.0,Partly cloudy throughout the day with rain clearing later.,2022-08-04
2022-08-06,1,19.8,42.8,19.7,0.0,Clear conditions throughout the day.,2022-08-05
2022-08-07,1,21.2,42.7,18.8,0.0,Partly cloudy throughout the day.,2022-08-06
2022-08-08,1,22.6,44.9,18.7,0.0,Partly cloudy throughout the day.,2022-08-07
2022-08-09,1,24.1,48.5,18.6,0.0,Clear conditions throughout the day.,2022-08-08
2022-08-10,1,25.9,40.6,22.3,0.0,Clear conditions throughout the day.,2022-08-09
2022-08-11,1,26.7,34.4,19.5,0.0,Clear conditions throughout the day.,2022-08-10
2022-08-12,1,27.2,32.8,17.2,0.0,Clear conditions throughout the day.,2022-08-11
2022-08-13,1,26.9,30.7,15.8,0.0,Partly cloudy throughout the day.,2022-08-12
2022-08-14,1,22.8,54.9,18.4,100.0,Partly cloudy throughout the day with rain.,2022-08-13
2022-08-15,1,20.5,78.2,11.4,100.0,Partly cloudy throughout the day with a chance of rain throughout the day.,2022-08-14
2022-08-16,1,21.1,75.8,12.8,100.0,Cloudy skies throughout the day with late afternoon rain.,2022-08-15
2022-08-17,1,20.1,84.2,11.4,100.0,Partly cloudy throughout the day with rain.,2022-08-16
2022-08-18,1,22.1,69.0,18.3,100.0,Partly cloudy throughout the day with rain clearing later.,2022-08-17
2022-08-19,1,20.6,75.4,16.7,100.0,Partly cloudy throughout the day with rain.,2022-08-18
2022-08-20,1,19.6,64.3,10.8,100.0,Partly cloudy throughout the day with morning rain.,2022-08-19
2022-08-21,1,20.8,60.9,14.9,0.0,Partly cloudy throughout the day.,2022-08-20
2022-08-22,1,21.3,64.2,13.0,0.0,Partly cloudy throughout the day.,2022-08-21
2022-08-23,1,22.9,68.1,9.3,0.0,Partly cloudy throughout the day.,2022-08-22
2022-08-24,1,25.7,57.7,10.2,0.0,Partly cloudy throughout the day.,2022-08-23
2022-08-25,1,25.0,53.0,23.4,0.0,Partly cloudy throughout the day.,2022-08-24
2022-08-26,1,21.7,66.6,17.8,0.0,Partly cloudy throughout the day.,2022-08-25
2022-08-27,1,20.7,58.4,15.0,0.0,Partly cloudy throughout the day.,2022-08-26
2022-08-28,1,20.6,59.1,17.6,0.0,Partly cloudy throughout the day.,2022-08-27
2022-08-29,1,22.5,50.2,18.1,0.0,Partly cloudy throughout the day.,2022-08-28
2022-08-30,1,21.4,56.1,16.5,100.0,Partly cloudy throughout the day with rain clearing later.,2022-08-29
2022-08-31,1,21.8,56.6,13.0,0.0,Partly cloudy throughout the day.,2022-08-30
2022-09-01,1,22.3,60.1,12.6,0.0,Partly cloudy throughout the day.,2022-08-31
2022-09-02,1,20.8,62.9,12.8,100.0,Cloudy skies throughout the day with rain in the morning and afternoon.,2022-09-01
2022-09-03,1,20.2,74.8,18.9,100.0,Cloudy skies throughout the day with afternoon rain.,2022-09-02
2022-09-04,1,22.1,57.1,13.6,0.0,Partly cloudy throughout the day.,2022-09-03
2022-09-05,1,22.8,66.9,15.6,100.0,Partly cloudy throughout the day with rain.,2022-09-04
2022-09-06,1,21.4,71.5,18.5,100.0,Partly cloudy throughout the day with rain clearing later.,2022-09-05
2022-09-07,1,18.4,81.2,17.3,100.0,Partly cloudy throughout the day with a chance of rain throughout the day.,2022-09-06
2022-09-08,1,17.8,79.2,21.8,100.0,Partly cloudy throughout the day with a chance of rain throughout the day.,2022-09-07
2022-09-09,1,16.9,80.0,20.0,100.0,Partly cloudy throughout the day with rain.,2022-09-08
2022-09-10,1,16.4,85.9,16.1,100.0,Partly cloudy throughout the day with a chance of rain throughout the day.,2022-09-09
2022-09-11,1,17.2,81.1,10.5,100.0,Partly cloudy throughout the day with rain clearing later.,2022-09-10
2022-09-12,1,20.1,68.5,11.5,100.0,Partly cloudy throughout the day with rain clearing later.,2022-09-11
2022-09-13,1,22.2,67.7,12.1,100.0,Cloudy skies throughout the day with rain.,2022-09-12
2022-09-14,1,22.2,75.2,16.8,100.0,Cloudy skies throughout the day with a chance of rain throughout the day.,2022-09-13
2022-09-15,1,18.8,69.9,18.0,100.0,Partly cloudy throughout the day with early morning rain.,2022-09-14
2022-09-16,1,15.1,65.0,26.5,100.0,Partly cloudy throughout the day with late afternoon rain.,2022-09-15
2022-09-17,1,13.0,59.5,19.0,0.0,Partly cloudy throughout the day.,2022-09-16
2022-09-18,1,13.5,62.0,20.7,0.0,Partly cloudy throughout the day.,2022-09-17
2022-09-19,1,14.0,62.4,16.2,0.0,Becoming cloudy in the afternoon.,2022-09-18
2022-09-20,1,13.1,67.8,10.7,0.0,Partly cloudy throughout the day.,2022-09-19
2022-09-21,1,14.2,64.8,16.6,0.0,Partly cloudy throughout the day.,2022-09-20
2022-09-22,1,14.7,57.2,8.2,0.0,Partly cloudy throughout the day.,2022-09-21
2022-09-23,1,15.2,61.3,5.6,0.0,Cloudy skies throughout the day.,2022-09-22
2022-09-24,1,14.9,80.6,14.8,100.0,Cloudy skies throughout the day with a chance of rain throughout the day.,2022-09-23
2022-09-25,1,14.8,69.4,16.1,100.0,Partly cloudy throughout the day with late afternoon rain.,2022-09-24
2022-09-26,1,12.6,77.6,20.5,100.0,Cloudy skies throughout the day with rain.,2022-09-25
2022-09-27,1,12.2,84.0,19.9,100.0,Cloudy skies throughout the day with rain.,2022-09-26
2022-09-28,1,12.4,78.3,12.3,100.0,Cloudy skies throughout the day with rain.,2022-09-27
2022-09-29,1,11.4,82.5,9.6,100.0,Partly cloudy throughout the day with rain in the morning and afternoon.,2022-09-28
2022-09-30,1,12.2,74.0,16.6,100.0,Partly cloudy throughout the day with rain clearing later.,2022-09-29
2022-10-01,1,16.0,76.6,28.7,100.0,Partly cloudy throughout the day with a chance of rain throughout the day.,2022-09-30
2022-10-02,1,16.1,85.5,21.5,100.0,Cloudy skies throughout the day with a chance of rain throughout the day.,2022-10-01
2022-10-03,1,11.8,90.4,10.4,100.0,Cloudy skies throughout the day with rain clearing later.,2022-10-02
2022-10-04,1,12.7,85.3,10.1,100.0,Partly cloudy throughout the day with rain clearing later.,2022-10-03
2022-10-05,1,15.9,78.6,24.5,100.0,Partly cloudy throughout the day with late afternoon rain.,2022-10-04
2022-10-06,1,14.4,67.8,13.2,100.0,Partly cloudy throughout the day with morning rain.,2022-10-05
2022-10-07,1,12.9,68.8,9.7,100.0,Clear conditions throughout the day with rain in the morning and afternoon.,2022-10-06
2022-10-08,1,13.6,68.5,13.0,0.0,Partly cloudy throughout the day.,2022-10-07
2022-10-09,1,12.5,68.7,14.3,0.0,Clear conditions throughout the day.,2022-10-08
2022-10-10,1,14.2,80.8,18.1,0.0,Partly cloudy throughout the day.,2022-10-09
2022-10-11,1,13.3,69.8,18.0,0.0,Clearing in the afternoon.,2022-10-10
2022-10-12,1,13.1,74.0,9.5,0.0,Partly cloudy throughout the day.,2022-10-11
2022-10-13,1,13.8,87.3,15.0,100.0,Cloudy skies throughout the day with rain.,2022-10-12
2022-10-14,1,15.1,95.5,16.0,100.0,Cloudy skies throughout the day with a chance of rain throughout the day.,2022-10-13
2022-10-15,1,16.4,85.4,18.5,100.0,Cloudy skies throughout the day with a chance of rain throughout the day.,2022-10-14
2022-10-16,1,16.7,86.6,14.9,100.0,Partly cloudy throughout the day with early morning rain.,2022-10-15
2022-10-17,1,17.6,89.4,22.0,100.0,Cloudy skies throughout the day with rain.,2022-10-16
2022-10-18,1,16.8,93.0,9.0,100.0,Cloudy skies throughout the day with rain clearing later.,2022-10-17
2022-10-19,1,17.1,87.7,17.1,100.0,Partly cloudy throughout the day with a chance of rain throughout the day.,2022-10-18
2022-10-20,1,17.7,84.8,20.0,100.0,Partly cloudy throughout the day with rain.,2022-10-19
