datetime,temp,feels_like,temp_min,temp_max,humidity,wind_speed,rain_prob,description,city_name,city_country,date_extraction
2025-07-14 06:00:00,20.6,20.49,20.6,20.6,68,4.43,7.000000000000001,broken clouds,Paris,FR,2025-07-13
2025-07-14 09:00:00,23.76,23.71,23.76,23.76,58,4.77,0.0,clear sky,Paris,FR,2025-07-13
2025-07-14 12:00:00,27.0,26.42,27.0,27.0,30,3.34,0.0,scattered clouds,Paris,FR,2025-07-13
2025-07-14 15:00:00,29.63,27.97,29.63,29.63,21,5.14,0.0,broken clouds,Paris,FR,2025-07-13
2025-07-14 18:00:00,28.8,27.43,28.8,28.8,24,3.95,0.0,overcast clouds,Paris,FR,2025-07-13
2025-07-13 12:00:00,24.74,24.84,24.74,26.24,60,1.78,0.0,broken clouds,Toulouse,FR,2025-07-13
2025-07-13 15:00:00,25.2,25.0,25.2,25.81,47,1.85,0.0,scattered clouds,Toulouse,FR,2025-07-13
2025-07-13 18:00:00,29.76,29.88,29.76,29.76,44,0.92,0.0,few clouds,Toulouse,FR,2025-07-13
2025-07-13 21:00:00,23.48,23.87,23.48,23.48,76,4.81,100.0,light rain,Toulouse,FR,2025-07-13
2025-07-14 00:00:00,19.57,19.93,19.57,19.57,90,2.85,100.0,light rain,Toulouse,FR,2025-07-13
2025-07-14 03:00:00,17.77,17.98,17.77,17.77,91,2.3,0.0,clear sky,Toulouse,FR,2025-07-13
2025-07-14 06:00:00,18.66,18.77,18.66,18.66,84,0.73,0.0,clear sky,Toulouse,FR,2025-07-13
2025-07-14 09:00:00,23.1,23.14,23.1,23.1,64,2.12,0.0,scattered clouds,Toulouse,FR,2025-07-13
2025-07-14 12:00:00,27.63,27.97,27.63,27.63,49,2.29,0.0,broken clouds,Toulouse,FR,2025-07-13
